TotalEarnings,Age,Gender,EconomicStatus,PartnersEconomicStatus,AgeBand,WorkingStatus,HighestEducationalLevel,EmploymentType,SocioEconomicGroup,AnnualNetHouseholdIncome,EmploymentStatus,PropertyType,TotalSavings,CreditCardDebt,LoanDebt,HousingCostMonthly,FinancialHealth,EconomicStat,PartnerEconomicStat,Occupation
44000,41,Female,2,NA,41-45,Single Working Adult,Standard Grade (SVQ Level 1 and 2),2,Junior non-manual workers,£40001,2,Rents (including rents paid by housing benefit),Refusal,No,No,520,Manage quite well,Full-Time,NA,Lower managerial and professional occupations
24000,64,Male,2,NA,21-25,Single Working Adult,NA,6,Junior non-manual workers,£20001 - £25000,1,Own it outright,"£1,000 or more",No,No,NA,Get by alright,Full-Time,NA,Semi-routine occupations
40000,54,Male,2,2,51-55,Working Couple,HNC/HND (SVQ Level 4),1,Intermediate non-manual workers,£30001 - £40000,2,Own it outright,"£1,000 or more",Yes,No,NA,Manage very well,Full-Time,Full-Time,Higher managerial and professional occupations
23000,62,Male,2,3,61-65,Working Couple,Standard Grade (SVQ Level 1 and 2),7,Unskilled manual workers,£20001 - £25000,3,Own it outright,"£1,000 or more",Yes,No,NA,Get by alright,Full-Time,Part-Time,Routine occupations
14000,31,Male,2,NA,31-35,Single Working Adult,Highers and A-Levels (SVQ Level 3),7,Unskilled manual workers,£10001 -£15000,2,Buying with mortgage/loan,"£1,000 or more",No,No,240,Get by alright,Full-Time,NA,Routine occupations
0,39,Male,6,NA,36-40,Non-Working Single,Standard Grade (SVQ Level 1 and 2),6,Semi-skilled manual workers,£6001 - £10000,6,Rents (including rents paid by housing benefit),No savings,No,No,310,Don't manage very well,Unemployed,NA,Semi-routine occupations
0,61,Male,10,NA,61-65,Non-Working Single,No Qualifications,9,Inadequately described and not stated,£15001 - £20000,10,Rents (including rents paid by housing benefit),No savings,No,No,390,Get by alright,Disabled,NA,Not classified
54000,55,Female,2,NA,51-55,Single Working Adult,HNC/HND (SVQ Level 4),3,Junior non-manual workers,£40001,2,Own it outright,"£1,000 or more",Yes,No,NA,Manage very well,Full-Time,NA,Intermediate occupations
21000,42,Male,2,4,36-40,"Couple, one works",No Qualifications,5,Skilled manual workers,£25001 - £30000,4,Rents (including rents paid by housing benefit),No savings,No,No,410,Get by alright,Full-Time,Homemaker,Lower supervisory and technical occupations
5000,24,Male,10,3,21-25,"Couple, one works",No Qualifications,9,Inadequately described and not stated,£20001 - £25000,10,Rents (including rents paid by housing benefit),No savings,No,No,290,Get by alright,Disabled,Part-Time,Not classified
0,45,Male,6,NA,41-45,Non-Working Single,Standard Grade (SVQ Level 1 and 2),9,Inadequately described and not stated,£0 - £6000,6,Rents (including rents paid by housing benefit),No savings,Yes,No,240,Don't manage very well,Unemployed,NA,Not classified
0,48,Male,10,NA,46-50,Non-Working Single,No Qualifications,9,Inadequately described and not stated,£15001 - £20000,10,Rents (including rents paid by housing benefit),"Less than £1,000",No,No,400,Get by alright,Disabled,NA,Not classified
0,58,Male,4,NA,56-60,Non-Working Single,Highers and A-Levels (SVQ Level 3),9,Inadequately described and not stated,£6001 - £10000,4,Rents (including rents paid by housing benefit),"Less than £1,000",No,No,330,Get by alright,Homemaker,NA,Not classified
0,27,Male,6,6,26-30,"Couple, neither work",Standard Grade (SVQ Level 1 and 2),9,Inadequately described and not stated,£15001 - £20000,6,Rents (including rents paid by housing benefit),No savings,No,No,300,Get by alright,Unemployed,Unemployed,Not classified
62000,50,Female,2,1,46-50,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Intermediate non-manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,630,Manage quite well,Full-Time,Self-Employed,Higher managerial and professional occupations
17000,50,Female,2,NA,46-50,Single Working Adult,Highers and A-Levels (SVQ Level 3),6,Semi-skilled manual workers,£15001 - £20000,2,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,350,Manage quite well,Full-Time,NA,Semi-routine occupations
49000,47,Male,2,2,41-45,Working Couple,Highers and A-Levels (SVQ Level 3),2,Intermediate non-manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,730,Get by alright,Full-Time,Full-Time,Lower managerial and professional occupations
32000,39,Male,2,4,31-35,"Couple, one works",Standard Grade (SVQ Level 1 and 2),2,Employers and managers - small establishments,£30001 - £40000,4,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Full-Time,Homemaker,Lower managerial and professional occupations
17000,39,Female,2,NA,36-40,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£15001 - £20000,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,270,Manage very well,Full-Time,NA,Lower managerial and professional occupations
58000,36,Female,3,2,36-40,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£40001,3,Buying with mortgage/loan,"£1,000 or more",Yes,Yes,800,Manage quite well,Part-Time,Full-Time,Higher managerial and professional occupations
62000,32,Male,2,2,31-35,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Junior non-manual workers,£40001,2,Buying with mortgage/loan,"Less than £1,000",Yes,No,520,Get by alright,Full-Time,Full-Time,Lower managerial and professional occupations
16000,47,Male,2,NA,46-50,Single Working Adult,Highers and A-Levels (SVQ Level 3),3,Junior non-manual workers,£15001 - £20000,2,Rents (including rents paid by housing benefit),"Less than £1,000",Yes,No,400,Get by alright,Full-Time,NA,Intermediate occupations
0,31,Male,10,8,26-30,"Couple, neither work",Standard Grade (SVQ Level 1 and 2),9,Inadequately described and not stated,NA,8,Rents (including rents paid by housing benefit),Refusal,No,No,550,Get by alright,Disabled,Student,Not classified
30000,56,Female,2,NA,26-30,Single Working Adult,Standard Grade (SVQ Level 1 and 2),2,Intermediate non-manual workers,£25001 - £30000,4,Own it outright,"Less than £1,000",No,No,NA,Get by alright,Full-Time,NA,Lower managerial and professional occupations
24000,33,Female,2,NA,31-35,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£20001 - £25000,2,Rents (including rents paid by housing benefit),"£1,000 or more",Yes,No,580,Get by alright,Full-Time,NA,Higher managerial and professional occupations
13000,34,Male,2,4,21-25,"Couple, one works",Standard Grade (SVQ Level 1 and 2),2,Employers and managers - small establishments,£10001 -£15000,4,Own it outright,Don't know,No,No,NA,Manage quite well,Full-Time,Homemaker,Lower managerial and professional occupations
7000,44,Female,3,NA,26-30,Single Working Adult,HNC/HND (SVQ Level 4),6,Semi-skilled manual workers,£6001 - £10000,2,Rents (including rents paid by housing benefit),"Less than £1,000",No,No,400,Manage quite well,Part-Time,NA,Semi-routine occupations
62000,32,Male,2,3,31-35,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,800,Manage quite well,Full-Time,Part-Time,Lower managerial and professional occupations
0,36,Male,11,NA,36-40,Non-Working Single,No Qualifications,9,Inadequately described and not stated,£0 - £6000,11,Rents (including rents paid by housing benefit),No savings,No,No,700,Are in deep financial trouble,Short-Term_Disabled,NA,Not classified
19000,38,Male,1,3,26-30,Working Couple,Standard Grade (SVQ Level 1 and 2),6,Junior non-manual workers,£25001 - £30000,3,Rents (including rents paid by housing benefit),No savings,No,No,300,Manage quite well,Self-Employed,Part-Time,Semi-routine occupations
0,51,Female,10,NA,51-55,Non-Working Single,No Qualifications,9,Inadequately described and not stated,£10001 -£15000,10,Rents (including rents paid by housing benefit),No savings,No,No,550,Get by alright,Disabled,NA,Not classified
0,28,Male,13,NA,26-30,Non-Working Single,HNC/HND (SVQ Level 4),6,Skilled manual workers,£20001 - £25000,4,Rents (including rents paid by housing benefit),"Less than £1,000",No,No,350,Don't manage very well,NA,NA,Semi-routine occupations
44000,63,Female,2,2,61-65,Working Couple,NA,2,Intermediate non-manual workers,£40001,2,Buying with mortgage/loan,No savings,No,No,300,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
48000,35,Male,2,2,31-35,Working Couple,Highers and A-Levels (SVQ Level 3),2,Employers and managers - small establishments,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,300,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
0,61,Female,10,NA,61-65,Non-Working Single,No Qualifications,9,Inadequately described and not stated,£15001 - £20000,10,Rents (including rents paid by housing benefit),No savings,No,Yes,360,Get by alright,Disabled,NA,Not classified
37000,53,Female,2,1,56-60,Working Couple,No Qualifications,2,Intermediate non-manual workers,£30001 - £40000,1,Buying with mortgage/loan,"Less than £1,000",Yes,No,330,Have some financial difficulties,Full-Time,Self-Employed,Lower managerial and professional occupations
18000,39,Female,1,NA,36-40,Single Working Adult,NA,2,Employers and managers - small establishments,£15001 - £20000,1,Rents (including rents paid by housing benefit),No savings,No,No,500,Manage quite well,Self-Employed,NA,Lower managerial and professional occupations
43000,26,Male,2,2,26-30,Working Couple,Degree and Professional Qualifications (SVQ Level 4),5,Skilled manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,850,Manage quite well,Full-Time,Full-Time,Lower supervisory and technical occupations
17000,59,Female,2,NA,56-60,Single Working Adult,HNC/HND (SVQ Level 4),6,Semi-skilled manual workers,£20001 - £25000,2,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Full-Time,NA,Semi-routine occupations
35000,52,Male,2,NA,51-55,Single Working Adult,HNC/HND (SVQ Level 4),1,Intermediate non-manual workers,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",No,No,1000,Manage quite well,Full-Time,NA,Higher managerial and professional occupations
20000,37,Female,8,1,36-40,"Couple, one works",Standard Grade (SVQ Level 1 and 2),9,Inadequately described and not stated,£25001 - £30000,8,Rents (including rents paid by housing benefit),No savings,Yes,No,450,Have some financial difficulties,Student,Self-Employed,Not classified
0,28,Male,11,NA,26-30,Non-Working Single,Degree and Professional Qualifications (SVQ Level 4),7,Skilled manual workers,£10001 -£15000,11,Living here rent free,No savings,No,No,NA,Don't manage very well,Short-Term_Disabled,NA,Routine occupations
0,46,Female,10,10,46-50,"Couple, neither work",No Qualifications,9,Inadequately described and not stated,£15001 - £20000,10,Rents (including rents paid by housing benefit),No savings,Yes,No,390,Get by alright,Disabled,Disabled,Not classified
0,58,Female,10,4,56-60,"Couple, neither work",Standard Grade (SVQ Level 1 and 2),5,Foremen and supervisors,£15001 - £20000,10,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,360,Get by alright,Disabled,Homemaker,Lower supervisory and technical occupations
45000,57,Male,2,2,56-60,Working Couple,Standard Grade (SVQ Level 1 and 2),6,Semi-skilled manual workers,£40001,2,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Full-Time,Full-Time,Semi-routine occupations
0,47,Female,10,NA,46-50,Non-Working Single,NA,9,Inadequately described and not stated,£15001 - £20000,10,Rents (including rents paid by housing benefit),No savings,No,No,340,Manage quite well,Disabled,NA,Not classified
38000,32,Male,2,2,31-35,Working Couple,NA,5,Skilled manual workers,£30001 - £40000,2,Rents (including rents paid by housing benefit),"Less than £1,000",Yes,No,380,Get by alright,Full-Time,Full-Time,Lower supervisory and technical occupations
8000,32,Male,6,2,31-35,"Couple, one works",No Qualifications,7,Unskilled manual workers,£10001 -£15000,6,Rents (including rents paid by housing benefit),No savings,No,No,570,Have some financial difficulties,Unemployed,Full-Time,Routine occupations
39000,41,Male,2,2,41-45,Working Couple,NA,1,Intermediate non-manual workers,£30001 - £40000,2,Buying with mortgage/loan,Refusal,No,No,NA,Manage very well,Full-Time,Full-Time,Higher managerial and professional occupations
19000,43,Male,2,NA,41-45,Single Working Adult,HNC/HND (SVQ Level 4),2,Intermediate non-manual workers,£15001 - £20000,2,Buying with mortgage/loan,"£1,000 or more",No,No,240,Manage quite well,Full-Time,NA,Lower managerial and professional occupations
0,54,Female,10,NA,51-55,Non-Working Single,No Qualifications,9,Inadequately described and not stated,£15001 - £20000,10,Rents (including rents paid by housing benefit),No savings,Yes,No,400,Get by alright,Disabled,NA,Not classified
25000,35,Female,2,2,31-35,Working Couple,Highers and A-Levels (SVQ Level 3),3,Intermediate non-manual workers,£25001 - £30000,2,Buying with mortgage/loan,"£1,000 or more",No,No,450,Manage quite well,Full-Time,Full-Time,Intermediate occupations
21000,53,Female,2,NA,51-55,Single Working Adult,Standard Grade (SVQ Level 1 and 2),3,Junior non-manual workers,£20001 - £25000,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,290,Get by alright,Full-Time,NA,Intermediate occupations
22000,55,Male,1,NA,51-55,Single Working Adult,Highers and A-Levels (SVQ Level 3),4,Own account workers (other than professional),£20001 - £25000,1,Rents (including rents paid by housing benefit),"Less than £1,000",Yes,No,360,Get by alright,Self-Employed,NA,Small employers and own account workers
54000,50,Male,2,2,46-50,Working Couple,Degree and Professional Qualifications (SVQ Level 4),5,Foremen and supervisors,£40001,2,Own it outright,"£1,000 or more",Yes,No,NA,Manage quite well,Full-Time,Full-Time,Lower supervisory and technical occupations
32000,37,Male,2,2,36-40,Working Couple,NA,3,Junior non-manual workers,£30001 - £40000,2,Own it outright,"£1,000 or more",Yes,No,NA,Manage quite well,Full-Time,Full-Time,Intermediate occupations
13000,64,Female,2,NA,26-30,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£10001 -£15000,2,Own it outright,"Less than £1,000",No,No,NA,Get by alright,Full-Time,NA,Lower managerial and professional occupations
13000,64,Female,3,NA,61-65,Single Working Adult,Highers and A-Levels (SVQ Level 3),6,Semi-skilled manual workers,£10001 -£15000,3,Own it outright,"£1,000 or more",Yes,No,NA,Manage quite well,Part-Time,NA,Semi-routine occupations
24000,54,Male,2,NA,51-55,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - self-employed,£20001 - £25000,2,Living here rent free,"£1,000 or more",No,No,NA,Get by alright,Full-Time,NA,Higher managerial and professional occupations
